v_power_on_pc,0x00000000,4,Power-on reset (PC)
v_power_on_sp,0x00000004,4,Power-on reset (SP)
v_reset_pc,0x00000008,4,Manual reset (PC)
v_reset_sp,0x0000000C,4,Manual reset (SP)
v_gen_ill_inst,0x00000010,4,General illegal instruction
v_slot_ill_inst,0x00000018,4,Slot illegal instruction
v_cpu_addr_err,0x00000024,4,CPU address error
v_dmac_addr_err,0x00000028,4,DMAC address error
v_int_nmi,0x0000002C,4,NMI interrupt
v_int_ubc,0x00000030,4,User break interrupt
v_fpu_exception,0x00000034,4,FPU Exception
v_h_udi,0x00000038,4,H-UDI
v_int_irq0,0x00000100,4,IRQ0 interrupt
v_int_irq1,0x00000104,4,IRQ1 interrupt
v_int_irq2,0x00000108,4,IRQ2 interrupt
v_int_irq3,0x0000010C,4,IRQ3 interrupt
v_int_irq4,0x00000110,4,IRC4 interrupt
v_int_irq5,0x00000114,4,IRC5 interrupt
v_int_irq6,0x00000118,4,IRC6 interrupt
v_int_irq7,0x0000011C,4,IRC7 interrupt
v_dmac0_dei0,0x00000120,4,Direct memory access controller 0 interrupt
v_dmac1_dei1,0x00000128,4,Direct memory access controller 1 interrupt
v_dmac2_dei2,0x00000130,4,Direct memory access controller 2 interrupt
v_dmac3_dei3,0x00000138,4,Direct memory access controller 3 interrupt
v_atu01_itv,0x00000140,4,Advanced timer unit channel 0 interval interrupt
v_atu02_ici0A,0x00000150,4,Advanced timer unit channel 0 input capture interrupt A
v_atu02_ici0B,0x00000158,4,Advanced timer unit channel 0 input capture interrupt B
v_atu03_ici0C,0x00000160,4,Advanced timer unit channel 0 input capture interrupt C
v_atu03_ici0D,0x00000168,4,Advanced timer unit channel 0 input capture interrupt D
v_atu04_ovi0,0x00000170,4,Advanced timer unit channel 0 overflow interrupt
v_atu11_imi1A,0x00000180,4,Advanced timer unit channel 1 input capture/compare-match interrupt A
v_atu11_imi1B,0x00000184,4,Advanced timer unit channel 1 input capture/compare-match interrupt B
v_atu11_imi1C,0x00000188,4,Advanced timer unit channel 1 input capture/compare-match interrupt C
v_atu11_imi1D,0x0000018C,4,Advanced timer unit channel 1 input capture/compare-match interrupt D
v_atu12_imi1E,0x00000190,4,Advanced timer unit channel 1 input capture/compare-match interrupt E
v_atu12_imi1F,0x00000194,4,Advanced timer unit channel 1 input capture/compare-match interrupt F
v_atu12_imi1G,0x00000198,4,Advanced timer unit channel 1 input capture/compare-match interrupt G
v_atu12_imi1H,0x0000019C,4,Advanced timer unit channel 1 input capture/compare-match interrupt H
v_atu13_ovi1AB,0x000001A0,4,Advanced timer unit channel 1 counter overflow interrupt A/B
v_atu21_imi2A,0x000001B0,4,Advanced timer unit channel 2 input capture/compare-match interrupt A
v_atu21_imi2B,0x000001B4,4,Advanced timer unit channel 2 input capture/compare-match interrupt B
v_atu21_imi2C,0x000001B8,4,Advanced timer unit channel 2 input capture/compare-match interrupt C
v_atu21_imi2D,0x000001BC,4,Advanced timer unit channel 2 input capture/compare-match interrupt D
v_atu22_imi2E,0x000001C0,4,Advanced timer unit channel 2 input capture/compare-match interrupt E
v_atu22_imi2F,0x000001C4,4,Advanced timer unit channel 2 input capture/compare-match interrupt F
v_atu22_imi2G,0x000001C8,4,Advanced timer unit channel 2 input capture/compare-match interrupt G
v_atu22_imi2H,0x000001CC,4,Advanced timer unit channel 2 input capture/compare-match interrupt H
v_atu23_ovi2AB,0x000001D0,4,Advanced timer unit channel 2 counter overflow interrupt A/B
v_atu31_imi3A,0x000001E0,4,Advanced timer unit channel 3 input capture/compare-match interrupt A
v_atu31_imi3B,0x000001E4,4,Advanced timer unit channel 3 input capture/compare-match interrupt B
v_atu31_imi3C,0x000001E8,4,Advanced timer unit channel 3 input capture/compare-match interrupt C
v_atu31_imi3D,0x000001EC,4,Advanced timer unit channel 3 input capture/compare-match interrupt D
v_atu32_ovi3,0x000001F0,4,Advanced timer unit channel 3 counter overflow interrupt
v_atu41_imi4A,0x00000200,4,Advanced timer unit channel 4 input capture/compare-match interrupt A
v_atu41_imi4B,0x00000204,4,Advanced timer unit channel 4 input capture/compare-match interrupt B
v_atu41_imi4C,0x00000208,4,Advanced timer unit channel 4 input capture/compare-match interrupt C
v_atu41_imi4D,0x0000020C,4,Advanced timer unit channel 4 input capture/compare-match interrupt D
v_atu42_ovi4,0x00000210,4,Advanced timer unit channel 4 counter overflow interrupt
v_atu51_imi5A,0x00000220,4,Advanced timer unit channel 5 input capture/compare-match interrupt A
v_atu51_imi5B,0x00000224,4,Advanced timer unit channel 5 input capture/compare-match interrupt B
v_atu51_imi5C,0x00000228,4,Advanced timer unit channel 5 input capture/compare-match interrupt C
v_atu51_imi5D,0x0000022C,4,Advanced timer unit channel 5 input capture/compare-match interrupt D
v_atu52_ovi5,0x00000230,4,Advanced timer unit channel 5 counter overflow interrupt
v_atu6_cmi6A,0x00000240,4,Advanced timer unit channel 6 compare-match interrupt A
v_atu6_cmi6B,0x00000244,4,Advanced timer unit channel 6 compare-match interrupt B
v_atu6_cmi6C,0x00000248,4,Advanced timer unit channel 6 compare-match interrupt C
v_atu6_cmi6D,0x0000024C,4,Advanced timer unit channel 6 compare-match interrupt D
v_atu7_cmi7A,0x00000250,4,Advanced timer unit channel 7 compare-match interrupt A
v_atu7_cmi7B,0x00000254,4,Advanced timer unit channel 7 compare-match interrupt B
v_atu7_cmi7C,0x00000258,4,Advanced timer unit channel 7 compare-match interrupt C
v_atu7_cmi7D,0x0000025C,4,Advanced timer unit channel 7 compare-match interrupt D
v_atu81_osi8A,0x00000260,4,Advanced timer unit channel 8 one-shot end interrupt A
v_atu81_osi8B,0x00000264,4,Advanced timer unit channel 8 one-shot end interrupt B
v_atu81_osi8C,0x00000268,4,Advanced timer unit channel 8 one-shot end interrupt C
v_atu81_osi8D,0x0000026C,4,Advanced timer unit channel 8 one-shot end interrupt D
v_atu82_osi8E,0x00000270,4,Advanced timer unit channel 8 one-shot end interrupt E
v_atu82_osi8F,0x00000274,4,Advanced timer unit channel 8 one-shot end interrupt F
v_atu82_osi8G,0x00000278,4,Advanced timer unit channel 8 one-shot end interrupt G
v_atu82_osi8H,0x0000027C,4,Advanced timer unit channel 8 one-shot end interrupt H
v_atu83_osi8I,0x00000280,4,Advanced timer unit channel 8 one-shot end interrupt I
v_atu83_osi8J,0x00000284,4,Advanced timer unit channel 8 one-shot end interrupt J
v_atu83_osi8K,0x00000288,4,Advanced timer unit channel 8 one-shot end interrupt K
v_atu83_osi8L,0x0000028C,4,Advanced timer unit channel 8 one-shot end interrupt L
v_atu84_osi8M,0x00000290,4,Advanced timer unit channel 8 one-shot end interrupt M
v_atu84_osi8N,0x00000294,4,Advanced timer unit channel 8 one-shot end interrupt N
v_atu84_osi8O,0x00000298,4,Advanced timer unit channel 8 one-shot end interrupt O
v_atu84_osi8P,0x0000029C,4,Advanced timer unit channel 8 one-shot end interrupt P
v_atu91_cmi9A,0x000002A0,4,Advanced timer unit channel 9 compare-match interrupt A
v_atu91_cmi9B,0x000002A4,4,Advanced timer unit channel 9 compare-match interrupt B
v_atu91_cmi9C,0x000002A8,4,Advanced timer unit channel 9 compare-match interrupt C
v_atu91_cmi9D,0x000002AC,4,Advanced timer unit channel 9 compare-match interrupt D
v_atu92_cmi9E,0x000002B0,4,Advanced timer unit channel 9 compare-match interrupt E
v_atu92_cmi9F,0x000002B8,4,Advanced timer unit channel 9 compare-match interrupt F
v_atu101_cmi10A,0x000002C0,4,Advanced timer unit channel 10 compare-match interrupt A
v_atu101_cmi10B,0x000002C8,4,Advanced timer unit channel 10 compare-match interrupt B
v_atu102_ici10A,0x000002D0,4,Advanced timer unit channel 10 compare-match interrupt C
v_atu11_imi11A,0x000002E0,4,Advanced timer unit channel 11 input capture/compare-match interrupt A
v_atu11_imi11B,0x000002E8,4,Advanced timer unit channel 11 input capture/compare-match interrupt B
v_atu11_ovi11,0x000002EC,4,Advanced timer unit channel 11 overflow interrupt
v_cmti0,0x000002F0,4,Compare match timer 0 interrupt
v_adi0,0x000002F8,4,A/D converter 0 interrupt
v_cmti1,0x00000300,4,Compare match timer 1 interrupt
v_adi1,0x00000308,4,A/D converter 1 interrupt
v_adi2,0x00000310,4,A/D converter 2 interrupt
v_sci0_eri0,0x00000320,4,Serial communication interface 0 receive-error interrupt
v_sci0_rxi0,0x00000324,4,Serial communication interface 0 receive-data-full interrupt
v_sci0_txi0,0x00000328,4,Serial communication interface 0 transmit-data-empty interrupt
v_sci0_tei0,0x0000032C,4,Serial communication interface 0 transmit-end interrupt
v_sci1_eri1,0x00000330,4,Serial communication interface 1 receive-error interrupt
v_sci1_rxi1,0x00000334,4,Serial communication interface 1 receive-data-full interrupt
v_sci1_txi1,0x00000338,4,Serial communication interface 1 transmit-data-empty interrupt
v_sci1_tei1,0x0000033C,4,Serial communication interface 1 transmit-end interrupt
v_sci2_eri2,0x00000340,4,Serial communication interface 2 receive-error interrupt
v_sci2_rxi2,0x00000344,4,Serial communication interface 2 receive-data-full interrupt
v_sci2_txi2,0x00000348,4,Serial communication interface 2 transmit-data-empty interrupt
v_sci2_tei2,0x0000034C,4,Serial communication interface 2 transmit-end interrupt
v_sci3_eri3,0x00000350,4,Serial communication interface 3 receive-error interrupt
v_sci3_rxi3,0x00000354,4,Serial communication interface 3 receive-data-full interrupt
v_sci3_txi3,0x00000358,4,Serial communication interface 3 transmit-data-empty interrupt
v_sci3_tei3,0x0000035C,4,Serial communication interface 3 transmit-end interrupt
v_sci4_eri4,0x00000360,4,Serial communication interface 4 receive-error interrupt
v_sci4_rxi4,0x00000364,4,Serial communication interface 4 receive-data-full interrupt
v_sci4_txi4,0x00000368,4,Serial communication interface 4 transmit-data-empty interrupt
v_sci4_tei4,0x0000036C,4,Serial communication interface 4 transmit-end interrupt
v_hcan0_ers,0x00000370,4,Error passive interrupt request
v_hcan0_ovr,0x00000374,4,Receive overload warning interrupt
v_hcan0_rm,0x00000378,4,Receive message interrupt
v_hcan0_sle,0x0000037C,4,Mailbox empty interrupt
v_wdt_iti,0x00000380,4,Watchdog timer interval timer interrupt
v_hcan1_ers,0x00000390,4,Error passive interrupt request
v_hcan1_ovr,0x00000394,4,Receive overload warning interrupt
v_hcan1_rm,0x00000398,4,Receive message interrupt
v_hcan1_sle,0x0000039C,4,Mailbox empty interrupt
HCAN0_MCR,0xFFFFE400,1,HCAN0 Master control register
HCAN0_GSR,0xFFFFE401,1,HCAN0 General status register
HCAN0_BCR,0xFFFFE402,2,HCAN0 Bit configuration register
HCAN0_MBCR,0xFFFFE404,2,HCAN0 Mailbox configuration register
HCAN0_TXPR,0xFFFFE406,2,HCAN0 Transmit wait register
HCAN0_TXCR,0xFFFFE408,2,HCAN0 Transmit wait cancel register
HCAN0_TXACK,0xFFFFE40A,2,HCAN0 Transmit acknowledge register
HCAN0_ABACK,0xFFFFE40C,2,HCAN0 Abort acknowledge register
HCAN0_RXPR,0xFFFFE40E,2,HCAN0 Receive complete register
HCAN0_RFPR,0xFFFFE410,2,HCAN0 Remote request register
HCAN0_IRR,0xFFFFE412,2,HCAN0 Interrupt register
HCAN0_MBIMR,0xFFFFE414,2,HCAN0 Mailbox interrupt mask register
HCAN0_IMR,0xFFFFE416,2,HCAN0 Interrupt mask register
HCAN0_REC,0xFFFFE418,1,HCAN0 Receive error counter
HCAN0_TEC,0xFFFFE419,1,HCAN0 Transmit error counter
HCAN0_UMSR,0xFFFFE41A,2,HCAN0 Unread message status register
HCAN0_LAFML,0xFFFFE41C,2,HCAN0 Local acceptance filter mask L
HCAN0_LAFMH,0xFFFFE41E,2,HCAN0 Local acceptance filter mask H
HCAN0_MC0_1,0xFFFFE420,1,HCAN0 Message control 0 1
HCAN0_MC0_2,0xFFFFE421,1,HCAN0 Message control 0 2
HCAN0_MC0_3,0xFFFFE422,1,HCAN0 Message control 0 3
HCAN0_MC0_4,0xFFFFE423,1,HCAN0 Message control 0 4
HCAN0_MC0_5,0xFFFFE424,1,HCAN0 Message control 0 5
HCAN0_MC0_6,0xFFFFE425,1,HCAN0 Message control 0 6
HCAN0_MC0_7,0xFFFFE426,1,HCAN0 Message control 0 7
HCAN0_MC0_8,0xFFFFE427,1,HCAN0 Message control 0 8
HCAN0_MC1_1,0xFFFFE428,1,HCAN0 Message control 1 1
HCAN0_MC1_2,0xFFFFE429,1,HCAN0 Message control 1 2
HCAN0_MC1_3,0xFFFFE42A,1,HCAN0 Message control 1 3
HCAN0_MC1_4,0xFFFFE42B,1,HCAN0 Message control 1 4
HCAN0_MC1_5,0xFFFFE42C,1,HCAN0 Message control 1 5
HCAN0_MC1_6,0xFFFFE42D,1,HCAN0 Message control 1 6
HCAN0_MC1_7,0xFFFFE42E,1,HCAN0 Message control 1 7
HCAN0_MC1_8,0xFFFFE42F,1,HCAN0 Message control 1 8
HCAN0_MC2_1,0xFFFFE430,1,HCAN0 Message control 2 1
HCAN0_MC2_2,0xFFFFE431,1,HCAN0 Message control 2 2
HCAN0_MC2_3,0xFFFFE432,1,HCAN0 Message control 2 3
HCAN0_MC2_4,0xFFFFE433,1,HCAN0 Message control 2 4
HCAN0_MC2_5,0xFFFFE434,1,HCAN0 Message control 2 5
HCAN0_MC2_6,0xFFFFE435,1,HCAN0 Message control 2 6
HCAN0_MC2_7,0xFFFFE436,1,HCAN0 Message control 2 7
HCAN0_MC2_8,0xFFFFE437,1,HCAN0 Message control 2 8
HCAN0_MC3_1,0xFFFFE438,1,HCAN0 Message control 3 1
HCAN0_MC3_2,0xFFFFE439,1,HCAN0 Message control 3 2
HCAN0_MC3_3,0xFFFFE43A,1,HCAN0 Message control 3 3
HCAN0_MC3_4,0xFFFFE43B,1,HCAN0 Message control 3 4
HCAN0_MC3_5,0xFFFFE43C,1,HCAN0 Message control 3 5
HCAN0_MC3_6,0xFFFFE43D,1,HCAN0 Message control 3 6
HCAN0_MC3_7,0xFFFFE43E,1,HCAN0 Message control 3 7
HCAN0_MC3_8,0xFFFFE43F,1,HCAN0 Message control 3 8
HCAN0_MC4_1,0xFFFFE440,1,HCAN0 Message control 4 1
HCAN0_MC4_2,0xFFFFE441,1,HCAN0 Message control 4 2
HCAN0_MC4_3,0xFFFFE442,1,HCAN0 Message control 4 3
HCAN0_MC4_4,0xFFFFE443,1,HCAN0 Message control 4 4
HCAN0_MC4_5,0xFFFFE444,1,HCAN0 Message control 4 5
HCAN0_MC4_6,0xFFFFE445,1,HCAN0 Message control 4 6
HCAN0_MC4_7,0xFFFFE446,1,HCAN0 Message control 4 7
HCAN0_MC4_8,0xFFFFE447,1,HCAN0 Message control 4 8
HCAN0_MC5_1,0xFFFFE448,1,HCAN0 Message control 5 1
HCAN0_MC5_2,0xFFFFE449,1,HCAN0 Message control 5 2
HCAN0_MC5_3,0xFFFFE44A,1,HCAN0 Message control 5 3
HCAN0_MC5_4,0xFFFFE44B,1,HCAN0 Message control 5 4
HCAN0_MC5_5,0xFFFFE44C,1,HCAN0 Message control 5 5
HCAN0_MC5_6,0xFFFFE44D,1,HCAN0 Message control 5 6
HCAN0_MC5_7,0xFFFFE44E,1,HCAN0 Message control 5 7
HCAN0_MC5_8,0xFFFFE44F,1,HCAN0 Message control 5 8
HCAN0_MC6_1,0xFFFFE450,1,HCAN0 Message control 6 1
HCAN0_MC6_2,0xFFFFE451,1,HCAN0 Message control 6 2
HCAN0_MC6_3,0xFFFFE452,1,HCAN0 Message control 6 3
HCAN0_MC6_4,0xFFFFE453,1,HCAN0 Message control 6 4
HCAN0_MC6_5,0xFFFFE454,1,HCAN0 Message control 6 5
HCAN0_MC6_6,0xFFFFE455,1,HCAN0 Message control 6 6
HCAN0_MC6_7,0xFFFFE456,1,HCAN0 Message control 6 7
HCAN0_MC6_8,0xFFFFE457,1,HCAN0 Message control 6 8
HCAN0_MC7_1,0xFFFFE458,1,HCAN0 Message control 7 1
HCAN0_MC7_2,0xFFFFE459,1,HCAN0 Message control 7 2
HCAN0_MC7_3,0xFFFFE45A,1,HCAN0 Message control 7 3
HCAN0_MC7_4,0xFFFFE45B,1,HCAN0 Message control 7 4
